Shazam Library
Index,TagTime,Title,Artist,URL,TrackKey
220,2019-08-19,"Europa (Earth's Cry Heaven's Smile)","Santana",https://www.shazam.com/track/67409331/europa-earths-cry-heavens-smile,224317
221,2019-08-19,"Your Song (Live In Australia 1986)","Elton John",https://www.shazam.com/track/278891/your-song-live-in-australia-1986,278891
222,2019-08-19,"Your Song (Live In Australia 1986)","Elton John",https://www.shazam.com/track/278891/your-song-live-in-australia-1986,278891
223,2019-08-19,"Another Day In Paradise","Phil Collins",https://www.shazam.com/track/247811/another-day-in-paradise,247811
224,2019-08-19,"A New Day Has Come (Radio Remix)","Céline Dion",https://www.shazam.com/track/5993497/a-new-day-has-come-radio-remix,5993497
225,2019-08-19,"All The Man That I Need","Whitney Houston",https://www.shazam.com/track/5248988/all-the-man-that-i-need,5248988
226,2019-08-19,"You're The First, The Last, My Everything","Barry White",https://www.shazam.com/track/218060/youre-the-first-the-last-my-everything,218060
227,2019-08-19,"You're The First, The Last, My Everything","Barry White",https://www.shazam.com/track/218060/youre-the-first-the-last-my-everything,218060
228,2019-08-19,"You're The First, The Last, My Everything","Barry White",https://www.shazam.com/track/218060/youre-the-first-the-last-my-everything,218060
229,2019-08-19,"You're The First, The Last, My Everything","Barry White",https://www.shazam.com/track/218060/youre-the-first-the-last-my-everything,218060
230,2019-08-19,"You're The First, The Last, My Everything","Barry White",https://www.shazam.com/track/218060/youre-the-first-the-last-my-everything,218060
231,2019-08-19,"More Than Words","EXTREME",https://www.shazam.com/track/11265679/more-than-words,252373
232,2019-08-19,"Dust In the Wind","Kansas",https://www.shazam.com/track/10239901/dust-in-the-wind-feat-london-symphony-orchestra,10239901
233,2019-08-19,"It's a Heartache","Bonnie Tyler",https://www.shazam.com/track/476331/its-a-heartache,476331
234,2019-08-19,"Right Here Waiting","Richard Marx",https://www.shazam.com/track/40395814/right-here-waiting,244879
235,2019-08-19,"Heaven","Bryan Adams",https://www.shazam.com/track/217717/heaven,217717
236,2019-08-19,"Sharing The Night Together","Dr. Hook",https://www.shazam.com/track/236271/sharing-the-night-together,236271
237,2019-08-19,"It Must Be Love","Madness",https://www.shazam.com/track/251735/it-must-be-love,251735
238,2019-08-19,"(I Can't Help) Falling In Love With You [Remastered]","UB40",https://www.shazam.com/track/5185692/i-cant-help-falling-in-love-with-you-remastered,268026
239,2019-08-16,"Another Sunny Day","Belle and Sebastian",https://www.shazam.com/track/43747963/another-sunny-day,43747963
240,2019-08-15,"You'll Never Walk Alone","Gerry & The Pacemakers",https://www.shazam.com/track/64590418/youll-never-walk-alone,261552
241,2019-08-12,"My Night","Marc Ferrari & Michael McGregor",https://www.shazam.com/track/436897865/my-night,436897865
242,2019-08-11,"Control (Piano Version)","Natalie Taylor",https://www.shazam.com/track/376374492/control-piano-version,376374492
243,2019-08-07,"Lo Mejor de Tu Vida","Julio Iglesias",https://www.shazam.com/track/48089360/lo-mejor-de-tu-vida,48089360
244,2019-08-07,"La Vida Es Bella","Noa",https://www.shazam.com/track/40373716/la-vida-es-bella,40373716
245,2019-08-07,"Manos Vacias (Rafa Sanchez)","Miguel Bosé",https://www.shazam.com/track/46839688/manos-vacias-rafa-sanchez,46839688
246,2019-08-06,"Scars to Your Vapi","Vapi",https://www.shazam.com/track/338591669/scars-to-your-vapi,338591669
247,2019-08-03,"Esa Carita (Annuki's Mix) [Annuki's Mix]","Annuki & Nakor",https://www.shazam.com/track/470602134/esa-carita-annukis-mix-annukis-mix,470602134
248,2019-08-01,"Celebration","Kool & The Gang",https://www.shazam.com/track/20072015/celebration,324007
249,2019-07-25,"Sarah","Starship",https://www.shazam.com/track/330305/sarah,330305
250,2019-07-23,"Clementine","Mark Owen",https://www.shazam.com/track/5695167/clementine,5695167
251,2019-07-09,"The Nights","Avicii",https://www.shazam.com/track/221452681/the-nights,153449550
252,2019-07-08,"In The Summertime","Mungo Jerry",https://www.shazam.com/track/41240236/in-the-summertime,344761
253,2019-07-07,"That's the Way It Is","Céline Dion",https://www.shazam.com/track/20144627/thats-the-way-it-is,5188967
254,2019-07-04,"Entre otros cien","Marta Soto",https://www.shazam.com/track/434075694/entre-otros-cien,434075694
255,2019-07-02,"Cold Little Heart","Michael Kiwanuka",https://www.shazam.com/track/309638034/cold-little-heart,309638034
256,2019-06-26,"This Old Heart of Mine (1989 Version With Ronald Isley)","Rod Stewart",https://www.shazam.com/track/5877623/this-old-heart-of-mine-1989-version-with-ronald-isley,5877623
257,2019-06-22,"Honey Don’t Worry","Teresa James",https://www.shazam.com/track/122252817/honey-dont-worry,122252817
258,2019-06-16,"I Want It That Way","Backstreet Boys",https://www.shazam.com/track/225894/i-want-it-that-way,225894
259,2019-06-11,"Where I First Found You","Forest Blakk",https://www.shazam.com/track/383551305/where-i-first-found-you,383551305
260,2019-05-22,"Happy Ending","MIKA",https://www.shazam.com/track/45267401/happy-ending,45267401
261,2019-05-19,"For Your Babies","Simply Red",https://www.shazam.com/track/219249/for-your-babies,219249
262,2019-05-18,"Si Tú No Estás","Rosana",https://www.shazam.com/track/47984691/si-t%C3%BA-no-est%C3%A1s,47984691
263,2019-05-18,"Get Down On It","Kool & The Gang",https://www.shazam.com/track/11261744/get-down-on-it,324011
264,2019-05-17,"If I Can't Have You","Shawn Mendes",https://www.shazam.com/track/465899134/if-i-cant-have-you,465899134
265,2019-05-17,"Cosmic Girl","Jamiroquai",https://www.shazam.com/track/45805183/cosmic-girl,268267
266,2019-05-17,"Paloma Negra","Chavela Vargas",https://www.shazam.com/track/107334662/paloma-negra,11247803
267,2019-05-13,"Juntes (Llarga Cantada)","Kyne, Javier Bayon & Luc Suarez",https://www.shazam.com/track/465407405/juntes-llarga-cantada,465407405
268,2019-05-11,"Make You Feel My Love (From The Voice of Holland)","Barbara Straathof",https://www.shazam.com/track/67116236/make-you-feel-my-love-from-the-voice-of-holland,67116236
269,2019-05-10,"Shut Up","Black Eyed Peas",https://www.shazam.com/track/54575523/shut-up,20114145
270,2019-05-10,"In The Night","OQUES GRASSES",https://www.shazam.com/track/455911951/in-the-night,455911951
271,2019-05-10,"Hungry Eyes","Eric Carmen",https://www.shazam.com/track/55355506/hungry-eyes,10003116
272,2019-05-10,"Maldito Duende","Héroes del Silencio",https://www.shazam.com/track/55173926/maldito-duende,40410662
273,2019-05-03,"Ven Devórame Otra Vez","Lalo Rodríguez",https://www.shazam.com/track/5955027/ven-dev%C3%B3rame-otra-vez,5955027
274,2019-04-30,"El Despertar","Nil Moliner",https://www.shazam.com/track/456292742/el-despertar,456292742
275,2019-04-30,"Es Por Ti","Cómplices",https://www.shazam.com/track/46734880/es-por-ti,46734880
276,2019-04-29,"Hui la liem","Auxili",https://www.shazam.com/track/408531538/hui-la-liem,408531538
277,2019-04-23,"Connectats","Buhos",https://www.shazam.com/track/463095949/connectats,463095949
278,2019-04-16,"Love On Top","Beyoncé",https://www.shazam.com/track/53574801/love-on-top,53574801
279,2019-04-14,"Greatest Love of All","Whitney Houston",https://www.shazam.com/track/45475342/greatest-love-of-all,5183149
280,2019-04-13,"Versace On The Floor (Bruno Mars vs. David Guetta)","Bruno Mars & David Guetta",https://www.shazam.com/track/361621942/versace-on-the-floor-bruno-mars-vs-david-guetta,361621942
281,2019-04-13,"Shape of My Heart","Backstreet Boys",https://www.shazam.com/track/20074625/shape-of-my-heart,5167423
282,2019-04-09,"Drowning","Backstreet Boys",https://www.shazam.com/track/5167421/drowning,5167421
283,2019-04-09,"Poison Arrow","ABC",https://www.shazam.com/track/54089627/poison-arrow,278987
284,2019-04-04,"La Plata (feat. Lalo Ebratt)","Juanes",https://www.shazam.com/track/454016422/la-plata-feat-lalo-ebratt,454016422
285,2019-04-04,"Miss You Like Crazy","Natalie Cole",https://www.shazam.com/track/10541282/miss-you-like-crazy,390687
286,2019-04-02,"Love Makes the World Go Round","Barbara Lewis",https://www.shazam.com/track/46865949/love-makes-the-world-go-round,46865949
287,2019-03-30,"That's the Way It Is","Céline Dion",https://www.shazam.com/track/20144627/thats-the-way-it-is,5188967
288,2019-03-29,"Loca","Alvaro Soler",https://www.shazam.com/track/455510659/loca,455510659
289,2019-03-28,"Caribbean Queen (No More Love On the Run)","Billy Ocean",https://www.shazam.com/track/20015699/caribbean-queen-no-more-love-on-the-run,6061821
290,2019-03-25,"Your Soul","RHODES",https://www.shazam.com/track/108627021/your-soul,108627021
291,2019-03-23,"Justo a tiempo","Maria Aguado",https://www.shazam.com/track/458067455/justo-a-tiempo,458067455
292,2019-03-17,"Silence (feat. Khalid)","Marshmello",https://www.shazam.com/track/369511582/silence-feat-khalid,369511582
293,2019-03-16,"It's Not Unusual","Tom Jones",https://www.shazam.com/track/20077169/its-not-unusual,218054
294,2019-03-10,"Shallow","Lady Gaga & Bradley Cooper",https://www.shazam.com/track/427101360/shallow,427101360
295,2019-03-10,"Heal Me","Lady Gaga",https://www.shazam.com/track/440041115/heal-me,440041115
296,2019-03-10,"Always Remember Us This Way","Lady Gaga",https://www.shazam.com/track/440807213/always-remember-us-this-way,440807213
297,2019-03-08,"All Around the World","Lisa Stansfield",https://www.shazam.com/track/68267550/all-around-the-world,268757
298,2019-03-08,"Better In Time","Leona Lewis",https://www.shazam.com/track/45607567/better-in-time,45330393
299,2019-03-02,"Easy Lover","Philip Bailey & Phil Collins",https://www.shazam.com/track/5996465/easy-lover,5996465
300,2019-03-01,"La Plata (feat. Lalo Ebratt)","Juanes",https://www.shazam.com/track/454016422/la-plata-feat-lalo-ebratt,454016422
301,2019-02-24,"Échame La Culpa","Luis Fonsi & Demi Lovato",https://www.shazam.com/track/383336011/%C3%A9chame-la-culpa,383336011
302,2019-02-24,"Échame La Culpa","Luis Fonsi & Demi Lovato",https://www.shazam.com/track/383336011/%C3%A9chame-la-culpa,383336011
303,2019-02-23,"Stop","Sam Brown",https://www.shazam.com/track/40100917/stop,263564
304,2019-02-22,"Thinking Out Loud","Ed Sheeran",https://www.shazam.com/track/227918431/thinking-out-loud,123453088
305,2019-02-22,"Two Hearts","Phil Collins",https://www.shazam.com/track/264524/two-hearts,264524
306,2019-02-21,"Over My Shoulder","Mike + The Mechanics",https://www.shazam.com/track/253068/over-my-shoulder,253068
307,2019-02-14,"Un Año (En Vivo)","Sebastián Yatra & Reik",https://www.shazam.com/track/455793717/un-a%C3%B1o-en-vivo,455793717
308,2019-02-10,"I Want To Break Free","Queen",https://www.shazam.com/track/54412660/i-want-to-break-free,220500
309,2019-02-09,"Azukita","Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo",https://www.shazam.com/track/403597161/azukita,403597161
310,2019-02-09,"Azukita","Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo",https://www.shazam.com/track/403597161/azukita,403597161
311,2019-02-09,"Mi Princesa (Versión Bachata)","Reggaeton bachata Hit",https://www.shazam.com/track/51843010/mi-princesa-versi%C3%B3n-bachata,51843010
312,2019-01-30,"Remember the Time","Michael Jackson",https://www.shazam.com/track/20145232/remember-the-time,5163965
313,2019-01-27,"Morning Train (Nine to Five)","Sheena Easton",https://www.shazam.com/track/66592076/morning-train-nine-to-five,317467
314,2019-01-27,"Like a Virgin","Madonna",https://www.shazam.com/track/223543/like-a-virgin,223543
315,2019-01-26,"All Around the World","Lisa Stansfield",https://www.shazam.com/track/68267550/all-around-the-world,268757
316,2019-01-21,"Dos Hombres y Un Destino (A Dúo Con Axel)","Bustamante & Axel",https://www.shazam.com/track/40373294/dos-hombres-y-un-destino,40373294
317,2019-01-17,"Get Down On It","Kool & The Gang",https://www.shazam.com/track/11261744/get-down-on-it,324011
318,2019-01-13,"Hungry Eyes","Eric Carmen",https://www.shazam.com/track/55355506/hungry-eyes,10003116
319,2019-01-03,"Nothing's Gonna Stop Me Now","Samantha Fox",https://www.shazam.com/track/10917939/nothings-gonna-stop-me-now,2968421
320,2019-01-02,"One of Us","Amanda Seyfried & Dominic Cooper",https://www.shazam.com/track/431029822/one-of-us,431029822
321,2018-12-26,"Brother Louie","Modern Talking",https://www.shazam.com/track/5606208/brother-louie,5279018
322,2018-12-26,"Rivers of Babylon","Boney M.",https://www.shazam.com/track/5331303/rivers-of-babylon,229693
323,2018-12-26,"Run to You","Whitney Houston",https://www.shazam.com/track/243680/run-to-you,243680
324,2018-12-26,"Take My Breath Away (Love Theme from "Top Gun")","Berlin",https://www.shazam.com/track/54738548/take-my-breath-away-love-theme-from-top-gun,330541
325,2018-12-26,"Would I Lie To You?","Charles & Eddie",https://www.shazam.com/track/240619/would-i-lie-to-you,240619
326,2018-12-14,"(I've Had) The Time of My Life","Jennifer Warnes & Bill Medley",https://www.shazam.com/track/108829816/ive-had-the-time-of-my-life,10308686
327,2018-12-13,"Te sigo pensando","Carlos Baute & Marta Sánchez",https://www.shazam.com/track/446502570/te-sigo-pensando,446502570
328,2018-12-13,"Jo seré amb tu","Judit Neddermann & Quartet Brossa",https://www.shazam.com/track/446691449/jo-ser%C3%A9-amb-tu,446691449
329,2018-12-12,"No More Lonely Nights (Ballad)","Paul McCartney",https://www.shazam.com/track/5874042/no-more-lonely-nights-ballad,296516
330,2018-12-09,"She","Elvis Costello",https://www.shazam.com/track/20084665/she,225016
331,2018-12-09,"I Just Called To Say I Love You","Stevie Wonder",https://www.shazam.com/track/73492793/i-just-called-to-say-i-love-you,346973
332,2018-12-08,"All I Want for Christmas Is You","Mariah Carey",https://www.shazam.com/track/10538286/all-i-want-for-christmas-is-you,5919920
333,2018-12-08,"Last Christmas (Pudding Mix)","Wham!",https://www.shazam.com/track/217961/last-christmas-pudding-mix,217961
334,2018-12-07,"Every Time You Go Away (Re-Recorded)","Paul Young",https://www.shazam.com/track/2988125/every-time-you-go-away-re-recorded,45203863
335,2018-12-07,"I Don't Wanna Lose You","Tina Turner",https://www.shazam.com/track/220212/i-dont-wanna-lose-you,220212
336,2018-12-07,"Private Dancer","Tina Turner",https://www.shazam.com/track/46712817/private-dancer,220256
337,2018-12-07,"Let's Stay Together","Tina Turner",https://www.shazam.com/track/99406652/lets-stay-together,220253
338,2018-12-06,"Piece Of My Heart","Steven Maglio",https://www.shazam.com/track/448297653/piece-of-my-heart,448297653
339,2018-12-06,"Everybody Loves Somebody","Frank Sinatra",https://www.shazam.com/track/3009099/everybody-loves-somebody,3009099
340,2018-12-02,"Versace On The Floor (Bruno Mars vs. David Guetta)","Bruno Mars & David Guetta",https://www.shazam.com/track/361621942/versace-on-the-floor-bruno-mars-vs-david-guetta,361621942
341,2018-11-30,"¡Que Bonito!","Rosario",https://www.shazam.com/track/65080387/que-bonito,65080387
342,2018-11-27,"Yo Debí Enamorarme De Tu Madre (feat. Instituto Mexicano del Mariachi & Pablo Ahmad)","Bertín Osborne",https://www.shazam.com/track/446861941/yo-deb%C3%AD-enamorarme-de-tu-madre-feat-instituto-mexicano,446861941
343,2018-11-27,"Call Me","Spagna",https://www.shazam.com/track/5900368/call-me,5900368
344,2018-11-27,"Easy","The Commodores",https://www.shazam.com/track/66280030/easy,224866
345,2018-11-24,"Stay With Me","Sam Smith",https://www.shazam.com/track/155776760/stay-with-me,110001006
346,2018-11-24,"Love of My Life","Queen",https://www.shazam.com/track/5164799/love-of-my-life,5164799
347,2018-11-24,"Love of My Life","Queen",https://www.shazam.com/track/5164799/love-of-my-life,5164799
348,2018-11-24,"Into the Groove","Madonna",https://www.shazam.com/track/223553/into-the-groove,223553
349,2018-11-24,"Somebody To Love","Queen",https://www.shazam.com/track/219999/somebody-to-love,219999
350,2018-11-24,"Would I Lie To You?","Charles & Eddie",https://www.shazam.com/track/240619/would-i-lie-to-you,240619
351,2018-11-17,"Dolce Vita","Ryan Paris",https://www.shazam.com/track/20081606/dolce-vita,10039275
352,2018-11-17,"Calm the Rage","Terry Ronald",https://www.shazam.com/track/205491592/calm-the-rage,205491592
353,2018-11-16,"Amar Pelos Dois","Salvador Sobral",https://www.shazam.com/track/343615887/amar-pelos-dois,343615887
354,2018-11-10,"Sugar","Maroon 5",https://www.shazam.com/track/273536255/sugar,144086612
355,2018-11-09,"Mina","Café Quijano",https://www.shazam.com/track/407709901/mina,407709901
356,2018-11-06,"Voy a Perder la Cabeza Por Tu Amor (30 Años en la Música)","Miguel Poveda",https://www.shazam.com/track/446973511/voy-a-perder-la-cabeza-por-tu-amor-30-a%C3%B1os-en-la-m%C3%BAsica,446579031
357,2018-11-06,"Perdonarme","Café Quijano",https://www.shazam.com/track/365234253/perdonarme,365234253
358,2018-11-06,"(Just Like) Starting Over (2010 Remix)","John Lennon",https://www.shazam.com/track/230027/just-like-starting-over-2010-remix,230027
359,2018-11-02,"Take My Breath Away (Love Theme from "Top Gun")","Berlin",https://www.shazam.com/track/54738548/take-my-breath-away-love-theme-from-top-gun,330541
360,2018-10-31,"Wake Me Up Before You Go-Go","Wham!",https://www.shazam.com/track/68035771/wake-me-up-before-you-go-go,217957
361,2018-10-27,"It Doesn't Have to Be This Way","The Blow Monkeys",https://www.shazam.com/track/444846/it-doesnt-have-to-be-this-way,444846
362,2018-10-27,"It Doesn't Have to Be This Way","The Blow Monkeys",https://www.shazam.com/track/444846/it-doesnt-have-to-be-this-way,444846
363,2018-10-21,"Teléfono","Aitana",https://www.shazam.com/track/432793790/tel%C3%A9fono,432793790
364,2018-10-12,"True Feeling","Galantis",https://www.shazam.com/track/365071834/true-feeling,365071834
365,2018-10-07,"Done For Me (feat. Kehlani)","Charlie Puth",https://www.shazam.com/track/409816992/done-for-me-feat-kehlani,409816992
366,2018-10-07,"Eyes of Blue (2014 Remaster)","Paul Carrack",https://www.shazam.com/track/284146/eyes-of-blue-2014-remaster,284146
367,2018-10-05,"Listen (From the Motion Picture Dreamgirls)","Beyoncé",https://www.shazam.com/track/44633657/listen-from-the-motion-picture-dreamgirls,44633657
368,2018-09-30,"What Do I Do","Phil Fearon & Galaxy",https://www.shazam.com/track/10004916/what-do-i-do,10004916
369,2018-09-29,"Hungry Heart","Bruce Springsteen",https://www.shazam.com/track/221007/hungry-heart,221007
370,2018-09-25,"Isn't She Lovely","Stevie Wonder",https://www.shazam.com/track/20146251/isnt-she-lovely,5168437
371,2018-09-23,"The Most Beautiful Girl in the World","Prince",https://www.shazam.com/track/20146168/the-most-beautiful-girl-in-the-world,20146168
372,2018-09-22,"The Look of Love Pt. 1","ABC",https://www.shazam.com/track/42894287/the-look-of-love-pt-1,278965
373,2018-09-10,"El Perdón (with Enrique Iglesias)","Nicky Jam & Enrique Iglesias",https://www.shazam.com/track/230549555/el-perd%C3%B3n-with-enrique-iglesias,230549555
374,2018-09-09,"Rise (feat. Jack & Jack)","Jonas Blue",https://www.shazam.com/track/417811071/rise-feat-jack-jack,417811071
375,2018-09-02,"Please Remember","LeAnn Rimes",https://www.shazam.com/track/218341/please-remember,218341
376,2018-09-02,"Si Tot Va Bé","Animal",https://www.shazam.com/track/406688181/si-tot-va-b%C3%A9,406688181
377,2018-09-02,"Teléfono","Aitana",https://www.shazam.com/track/432793790/tel%C3%A9fono,432793790
378,2018-08-27,"We Are the World","U.S.A. for Africa",https://www.shazam.com/track/20146128/we-are-the-world,20146128
379,2018-08-27,"There Must Be An Angel (Playing With My Heart) [Live]","Eurythmics",https://www.shazam.com/track/42894714/there-must-be-an-angel-playing-with-my-heart-live,361690
380,2018-08-16,"Whatever You Want","Status Quo",https://www.shazam.com/track/2882117/whatever-you-want,2882117
381,2018-08-16,"What Is Love (7" Mix)","Haddaway",https://www.shazam.com/track/44674240/what-is-love-7-mix,262312
382,2018-08-16,"Come to My Aid","Simply Red",https://www.shazam.com/track/5232419/come-to-my-aid,5232419
383,2018-08-12,"You're The First, The Last, My Everything","Barry White",https://www.shazam.com/track/218060/youre-the-first-the-last-my-everything,218060
384,2018-08-07,"Over My Shoulder","Mike + The Mechanics",https://www.shazam.com/track/253068/over-my-shoulder,253068
385,2018-08-04,"The Mute","Radical Face",https://www.shazam.com/track/97805602/the-mute,97805602
386,2018-08-04,"Como Un Burro Amarrado En La Puerta Del Baille","El Ultimo De La Fila",https://www.shazam.com/track/46554998/como-un-burro-amarrado-en-la-puerta-del-baille,46554998
387,2018-07-31,"Style","Taylor Swift",https://www.shazam.com/track/157598845/style,157598845
388,2018-07-29,"Smile","Aitana López",https://www.shazam.com/track/411979045/smile,411943881
389,2018-07-28,"Es Por Ti","Cómplices",https://www.shazam.com/track/46734880/es-por-ti,46734880
390,2018-07-28,"If I Were a Boy","Beyoncé",https://www.shazam.com/track/46679941/if-i-were-a-boy,46677122
391,2018-07-27,"Dancing","Kylie Minogue",https://www.shazam.com/track/404109027/dancing,404109027
392,2018-07-27,"Y Cuanto Mas Acelero","Javi Cantero",https://www.shazam.com/track/62765922/y-cuanto-m%C3%A1s-acelero,62765922
393,2018-07-27,"Get Up, Stand Up","Bob Marley & The Wailers",https://www.shazam.com/track/427109/get-up-stand-up,427109
394,2018-07-27,"Anywhere","Rita Ora",https://www.shazam.com/track/378763403/anywhere,378763403
395,2018-07-27,"Crazy","Lost Frequencies & Zonderling",https://www.shazam.com/track/381089816/crazy,381089816
396,2018-07-27,"Swish Swish (feat. Nicki Minaj)","Katy Perry",https://www.shazam.com/track/357212870/swish-swish-feat-nicki-minaj,357212870
397,2018-07-27,"No Excuses","Meghan Trainor",https://www.shazam.com/track/408495145/no-excuses,408495145
398,2018-07-26,"De Niña a Mujer","Julio Iglesias",https://www.shazam.com/track/2962648/de-ni%C3%B1a-a-mujer,2962648
399,2018-07-26,"Down On The Street","Shakatak",https://www.shazam.com/track/296050/down-on-the-street,296050
400,2018-07-26,"Long Train Runnin'","Trakks",https://www.shazam.com/track/10564806/long-train-runnin,10564806
401,2018-07-26,"Long Train Running","Bananarama",https://www.shazam.com/track/5168537/long-train-running,5168537
402,2018-07-26,"Crying At the Discoteque","Alcazar",https://www.shazam.com/track/6018930/crying-at-the-discoteque,5882805
403,2018-07-26,"Lessons In Love","Level 42",https://www.shazam.com/track/236359/lessons-in-love,236359
404,2018-07-26,"What About Us","P!nk",https://www.shazam.com/track/369334666/what-about-us,369334666
405,2018-07-26,"Torn","Natalie Imbruglia",https://www.shazam.com/track/223881/torn,223881
406,2018-07-26,"Hasta Que Salga el Sol (feat. Lucía Gil)","Atacados",https://www.shazam.com/track/322218378/hasta-que-salga-el-sol-feat-luc%C3%ADa-gil,322218378
407,2018-07-25,"Solo (feat. Demi Lovato)","Clean Bandit",https://www.shazam.com/track/416888150/solo-feat-demi-lovato,416888150
408,2018-07-25,"Break Free (feat. Zedd)","Ariana Grande",https://www.shazam.com/track/148063327/break-free-feat-zedd,136304434
409,2018-07-25,"A Fuego Lento","Rosana",https://www.shazam.com/track/47984685/a-fuego-lento,47984685
410,2018-07-22,"Stop Me from Falling","Kylie Minogue",https://www.shazam.com/track/404133275/stop-me-from-falling,404133275
411,2018-07-22,"Déjala Que Baile (with Alejandro Sanz & Arkano)","Melendi",https://www.shazam.com/track/406501147/d%C3%A9jala-que-baile-with-alejandro-sanz-arkano,406501147
412,2018-07-22,"Dilemma (feat. Kelly Rowland)","Nelly",https://www.shazam.com/track/20023597/dilemma-feat-kelly-rowland,11010880
413,2018-07-22,"Por la Boca Vive el Pez","Fito y Fitipaldis",https://www.shazam.com/track/44519016/por-la-boca-vive-el-pez,44519016
414,2018-07-22,"La llave (feat. Piso 21)","Pablo Alborán",https://www.shazam.com/track/420711530/la-llave-feat-piso-21,420711530
415,2018-07-21,"La Cintura","Alvaro Soler",https://www.shazam.com/track/411565603/la-cintura,411565603
416,2018-07-19,"Flames","David Guetta & Sia",https://www.shazam.com/track/410289048/flames,410289048
417,2018-07-19,"Mad Love (feat. Becky G)","Sean Paul & David Guetta",https://www.shazam.com/track/424744848/mad-love-feat-becky-g,406085553
418,2018-07-19,"Podría Ser Peor","La Casa Azul",https://www.shazam.com/track/332876215/podr%C3%ADa-ser-peor,332876215
419,2018-07-19,"Vivir Mi Vida","Marc Anthony",https://www.shazam.com/track/88050971/vivir-mi-vida,88050971
420,2018-07-18,"La Cintura","Alvaro Soler",https://www.shazam.com/track/411565603/la-cintura,411565603
421,2018-07-18,"Cuando Nadie Ve","Morat",https://www.shazam.com/track/423280294/cuando-nadie-ve,423280294
422,2018-07-10,"Never Gonna (Extended Edit)","Arc North",https://www.shazam.com/track/336630353/never-gonna-extended-edit,336630353
423,2018-07-10,"Mad Love (feat. Becky G)","Sean Paul & David Guetta",https://www.shazam.com/track/424744848/mad-love-feat-becky-g,406085553
424,2018-07-07,"Gold Coast","Nate Good",https://www.shazam.com/track/153777746/gold-coast,153777746
425,2018-07-07,"Live It Up","YONAS",https://www.shazam.com/track/264148945/live-it-up,264148945
426,2018-07-07,"'Bout It (feat. Daniel James & Benjamin O)","Jeremy Zucker",https://www.shazam.com/track/311731855/bout-it-feat-daniel-james-benjamin-o,311731855
427,2018-07-07,"'Bout It (feat. Daniel James & Benjamin O)","Jeremy Zucker",https://www.shazam.com/track/311731855/bout-it-feat-daniel-james-benjamin-o,311731855
428,2018-06-17,"Volverte A Ver","Juanes",https://www.shazam.com/track/97496819/volverte-a-ver,40595003
429,2018-05-28,"Yes (Live at the Greek Theatre, Los Angeles, CA - August 1988)","Merry Clayton",https://www.shazam.com/track/10003111/yes-live-at-the-greek-theatre-los-angeles-ca-august-1988,10003111
430,2018-05-06,"Right Between the Eyes","Wax",https://www.shazam.com/track/55737956/right-between-the-eyes,10630429
431,2018-04-18,"Let Me","ZAYN",https://www.shazam.com/track/413498967/let-me,413498967
432,2018-04-13,"París","Pasión Vega",https://www.shazam.com/track/378023235/par%C3%ADs,378023235
433,2018-04-07,"Finesse","Bruno Mars",https://www.shazam.com/track/335540225/finesse,335540225
434,2018-03-31,"Would I Lie To You?","Charles & Eddie",https://www.shazam.com/track/240619/would-i-lie-to-you,240619
435,2018-03-31,"Perfect","Fairground Attraction",https://www.shazam.com/track/284813/perfect,284813
436,2018-03-31,"The Great Pretender","Freddie Mercury",https://www.shazam.com/track/222034/the-great-pretender,222034
437,2018-03-09,"No Em Queda Clar (feat. Pablo López)","Manu Guix",https://www.shazam.com/track/372420390/no-em-queda-clar-feat-pablo-l%C3%B3pez,372420390
438,2018-02-09,"Million Reasons (Andrelli Remix)","Lady Gaga",https://www.shazam.com/track/338645267/million-reasons-andrelli-remix,338645267
439,2018-02-09,"Dear Future Husband","Meghan Trainor",https://www.shazam.com/track/149909696/dear-future-husband,149909696
440,2018-01-21,"One Last Song","Sam Smith",https://www.shazam.com/track/376162515/one-last-song,376162515
441,2018-01-19,"On My Way (feat. Bright Sparks)","Tiësto",https://www.shazam.com/track/338318502/on-my-way-feat-bright-sparks,338318502
442,2018-01-11,"Finesse","Bruno Mars",https://www.shazam.com/track/335540225/finesse,335540225
443,2017-12-21,"Chunky","Bruno Mars",https://www.shazam.com/track/335540214/chunky,335540214
444,2017-12-16,"More Than Words","EXTREME",https://www.shazam.com/track/11265679/more-than-words,252373
445,2017-12-09,"Volare (La Marató)","Buhos",https://www.shazam.com/track/381941896/volare-la-marat%C3%B3,381941896
446,2017-12-09,"Perfect","Ed Sheeran",https://www.shazam.com/track/342514741/perfect,342514741
447,2017-12-09,"Desde Cuándo (feat. Juan Luis Guerra) [En Directo En El Estadio Vicente Calderón / 2017]","Alejandro Sanz",https://www.shazam.com/track/381748582/desde-cu%C3%A1ndo-feat-juan-luis-guerra-en-directo-en-el,381748582
448,2017-12-09,"Deja Que Te Bese (feat. Vanesa Martín) [En Directo En El Estadio Vicente Calderón / 2017]","Alejandro Sanz",https://www.shazam.com/track/381748580/deja-que-te-bese-feat-vanesa-mart%C3%ADn-en-directo-en-el,381748580
